Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power
1,301.29577232226023,310.59331305689216,1374,59.10914620847593,187,81227.77397345548
2,302.3733436179987,310.14265021120207,1381,48.836024683196946,102,67446.59879184543
1,300.1,309.1,1551,33.7,214,52268.700000000004
0,299.06753918385465,309.96879579013404,1434,45.36052351031278,38,65049.62607117664
0,298.4,308.5,1398,47.1,122,65845.8
1,297.1,307.8,1681,27.6,181,46395.600000000006
0,303.9,313.2,1680,29.1,201,48888.0
1,302.92348484441175,311.0646464592157,1365,51.696464645921566,49,70595.84191915227
1,300.1,309.3,1712,28.5,141,48792.0
1,298.6,309.5,1730,30.2,41,52246.0
1,302.3,311.7,1793,25.3,200,45362.9
1,299.52628745374113,308.78996009481676,1302,59.7614271218824,176,77795.24968007643
1,300.864821949686,310.15671920597526,1404,61.22633391705993,189,85969.82489786742
1,302.1041673649967,310.01250209499005,1354,45.113891216655595,7,61125.48028804139
1,302.29143436078164,310.12762290718774,1339,45.355245814375515,35,60759.53700523367
1,301.7,311.1,1644,32.8,206,53923.2
1,301.1220175252743,309.7096322358407,1336,62.5857793415044,106,83641.89107858305
0,302.6,311.5,1629,34.4,228,56037.6
1,299.8,309.4,1480,40.9,2,60532.0
1,298.4108141721874,309.3273813072282,1312,63.03725241290073,199,82735.15529504762
1,300.3,311.9,1692,31.5,187,53298.0
1,299.0078509989769,310.3450430071618,1376,53.60765052506638,228,73772.5068418441
2,297.4,308.6,1469,42.6,80,62579.4
2,302.2,311.4,1626,31.6,62,51381.600000000006
1,301.18747641353815,311.0249842756921,1378,62.073860062657296,140,85550.14508667865
1,298.3,309.1,1417,60.5,143,85728.5
1,302.0052674929377,310.2466577693159,1372,52.585347569094544,166,72185.4409898956
1,302.86520835272773,311.19564584690943,1374,47.3,43,65025.16257966391
1,300.674551865928,310.1069693407818,1403,61.29060143016313,182,85991.33154569806
1,302.7,311.1,1730,28.1,135,48613.0
1,302.3097080804573,310.90138686863673,1359,44.002773737273515,67,59843.15928675453
1,297.9,307.8,1459,46.9,85,68427.09999999999
2,299.1,310.1,1649,31.6,41,52108.4
1,298.97605137548356,309.6309791483867,1393,55.557752794839104,216,77439.32918226578
1,297.543313742933,308.6522708518663,1397,61.58957108933312,63,86040.64970614399
1,302.9,310.8,1610,32.2,17,51842.00000000001
1,302.3881187576191,310.30475249695235,1377,54.33326747866645,165,74820.94691035565
1,300.9,310.7,1523,35.8,205,54523.399999999994
1,302.0,311.1,1402,47.8,182,67015.59999999999
1,297.5,309.4,1809,24.3,110,43958.700000000004
1,302.0,310.7,1698,28.1,39,47713.8
1,302.3018646591049,310.2970262017911,1373,52.56839735880564,163,72187.02716608478
1,301.8093945423374,310.84530272883126,1393,46.7828808981809,208,65193.96910176207
1,302.0565813300238,310.2131626600476,1359,45.49901732754166,170,61845.91060336128
1,297.4,308.6,1494,42.6,161,63644.4
1,302.58238669923253,311.9815343066495,1366,56.32102287109966,205,76988.91199256109
1,303.0996931852244,311.41961136795095,1327,50.419509096359064,91,66915.24935078433
2,297.6,308.5,1431,52.6,26,75270.6
1,300.2,311.4,1495,43.6,95,65182.0
1,300.5479509563215,310.2363845021707,1650,30.40746836679373,214,50173.34791559323
1,296.5,307.4,1292,52.5,62,67830.0
1,299.6022986009711,309.0381704252832,1393,52.397701399028925,222,72977.40761547293
1,300.1384943093658,309.2504419152737,1344,57.60787562798264,139,77461.11126852914
1,302.10869090289964,310.8318848495167,1385,47.01303635434949,80,65151.199024860514
1,297.78709369988644,307.6036269186719,1334,57.30866695303626,172,76370.2053212486
2,295.4,305.8,1526,38.2,181,58293.200000000004
1,299.56764562065956,309.6321929869321,1540,36.870905267454845,210,56720.167535525085
1,298.50473438339264,308.4613741324107,1374,50.4772517351786,220,69381.75069007445
2,302.3,310.9,1627,32.3,0,52552.1
1,302.5,310.3,1446,44.0,146,63624.0
0,302.1996478229127,310.59985498590527,1346,47.49966853921198,109,63935.0388016285
2,301.3,310.8,1494,35.3,54,52738.2
1,298.9,309.9,1526,35.4,96,54020.4
1,302.3,311.6,1398,49.1,119,68641.8
1,300.5,309.7,1384,48.6,141,67262.40000000001
1,302.7,312.4,1433,44.2,17,63338.600000000006
1,298.2,307.9,1429,49.4,141,70592.59999999999
1,298.0,308.5,1702,26.7,203,45443.4
1,300.5,311.6,1447,45.4,204,65693.8
1,303.0,312.6,1451,42.1,125,61087.1
2,301.87416428577035,310.1719357144912,1338,60.82694999986921,188,81396.57066430278
1,298.7,308.5,1480,42.2,58,62456.00000000001
1,303.3587570335606,311.73463273691664,1314,52.6828813302045,102,69237.87361484441
1,300.2,311.6,1375,56.9,155,78237.5
1,302.82417306180236,311.347564548559,1367,50.83144917402409,202,69518.67865081737
1,302.48271705706435,311.0861887124656,1349,53.12407558559649,222,71636.71005087213
1,298.8,309.9,1320,47.4,210,62568.0
0,302.0,310.62968974799503,1353,54.13209368947344,196,73214.11584126842
1,302.8,312.5,1462,43.4,68,63450.799999999996
1,301.9516287633171,310.1065150532684,1370,48.70651505326846,144,66731.85433082584
1,295.5,306.0,1456,39.2,167,57075.200000000004
1,301.6,310.8,1726,26.7,150,46084.2
1,302.4,310.3,1520,31.6,121,48032.0
1,301.9935479412618,310.01849405893165,1370,48.649676706018944,173,66660.5409726079
1,302.0,311.2,1434,44.9,15,64386.6
1,299.4,309.1,1304,50.5,153,65852.0
1,302.45361900221314,310.2608570066394,1353,54.86809501106566,128,74244.97639305225
1,304.2,313.4,1568,37.6,25,58956.8
1,302.64909358267454,311.8691082873846,1419,53.321754015810605,183,75578.5982354348
2,300.5,311.4,1312,51.4,60,67436.8
1,298.1,308.1,1484,40.4,59,59953.6
1,299.0882693765237,309.7671079021942,1356,58.40822302445145,197,79238.37101216635
1,300.3411269165616,309.4,1345,62.10073494558364,127,83557.88919874073
0,303.3385178566361,311.96157366039756,1529,35.78472098119275,215,54714.08368617597
0,302.58048759968943,310.60081266614907,1314,53.48617626273278,79,70214.15625063168
1,298.4,308.9,1496,37.9,194,56698.4
1,298.9,310.0,1776,25.7,51,45643.2
1,298.0,308.9,1508,37.1,92,55946.8
1,299.2,308.8,1542,39.2,179,60446.4
2,295.8,306.4,1335,51.7,69,69019.5
1,302.5825022418962,311.3805983340471,1371,49.56844971202836,120,67920.03807168352
1,301.9609139356491,311.08231179170303,1448,59.41397856053989,156,86067.0853733515
1,302.09783639503684,310.5717150782474,1362,51.08269116029466,199,69581.79308420968
1,302.60217050789936,310.89348847630197,1331,51.982635936805295,150,69208.89183268815
2,300.6,310.0,1302,62.9,87,81895.8
2,295.7,306.3,1462,44.3,37,64766.6
1,302.2423083501579,311.07384668012634,1496,36.43253815892735,211,54485.1902982252
0,302.3,311.9,1374,52.4,154,71997.59999999999
1,300.8,311.7,1479,39.4,18,58272.6
1,298.9,308.7,1389,44.9,69,62366.1
1,298.5525694619541,309.05350381175555,1380,56.096729775694804,216,77405.60462260652
2,303.4,312.2,1561,38.2,45,59630.200000000004
2,300.0,309.0,1368,45.8,81,62654.399999999994
1,301.71904411001253,310.7899658610719,1627,28.799317221437505,233,46841.421848914
0,299.3,308.6,1498,39.5,47,59171.0
1,301.80106304935293,310.602332535613,1349,52.92881617498454,201,71363.10337433696
1,302.3,311.6,1488,41.8,75,62198.399999999994
2,297.5,308.0,1429,45.8,148,65448.2
0,300.3,309.9,1405,52.1,205,73200.5
1,301.6,310.4,1561,35.3,156,55103.299999999996
0,299.9,310.3,1535,43.9,154,67386.5
0,298.0,307.6,1593,32.2,118,51294.600000000006
1,300.8,311.9,1414,41.1,171,58115.4
1,302.01236411442284,310.5548369373074,1357,49.99032612538517,51,67832.71319806103
1,299.5,309.3,1523,41.5,181,63204.5
1,302.4,312.0,1562,37.9,10,59199.799999999996
1,302.14184393834483,310.4,1341,57.96359343609198,99,77750.37730609627
1,297.6,308.7,1622,37.9,79,61473.799999999996
1,299.8,309.2,1504,38.7,212,58204.8
1,302.14539938401805,310.184866871994,1362,49.578934975951775,88,67555.05369505534
1,298.4457455810666,309.37040668058177,1358,60.97398329854553,187,82816.89760333963
1,300.9,310.4,1536,34.2,45,52531.200000000004
1,299.0,310.3,1552,39.9,114,61924.799999999996
1,296.3888207534483,306.9816231950304,1372,55.623200610395536,211,76327.95397745298
0,296.6177837574301,307.7128590246033,1386,62.29781122985476,100,86347.79507526717
1,302.1642420995406,310.77509269653706,1371,59.8313195224028,107,82082.64863761695
2,298.1,308.7,1527,43.0,56,65661.0
1,298.43506488689144,308.4504919045739,1352,53.414167593599004,214,72191.45336670452
2,298.4,309.2,1414,46.4,128,65609.59999999999
0,298.4,309.3,1694,30.9,111,52344.6
1,301.9,311.0,1353,43.8,130,59261.399999999994
1,297.3,308.1,1568,34.4,194,53939.2
1,302.8529057777486,311.1107548147905,1230,54.88924518520949,183,67534.75269955052
1,298.7,309.6,1442,55.6,194,80175.2
1,297.6300818068601,308.6271646912307,1391,52.91358234561535,215,73606.20799552208
1,300.6282749137619,309.67130996550475,1413,41.590575028746024,217,58780.022087457204
1,301.8841974220036,310.3841974220036,1285,62.83476567159202,21,80750.98027803305
1,300.33701915343494,309.62221149206096,1305,65.20740383068699,201,85160.29313541332
1,302.2747512502522,310.7495025005045,1369,47.577736247225396,57,65160.151360969765
1,300.9,310.9,1601,34.0,181,54434.0
1,302.5004309482247,311.7509696335056,1431,52.798491681213555,191,75544.35140058173
2,303.0,311.3,1335,53.6,164,71556.0
1,300.3,309.5,1474,38.7,35,57043.8
2,298.8,309.7,1499,40.3,154,60409.7
1,300.43837245695136,310.63914449670654,1376,47.76162754304868,233,65756.20682316655
1,297.4,308.3,1854,21.8,24,40417.200000000004
1,298.6,309.3,1449,46.5,26,67378.5
1,299.2489666688717,309.14896666887165,1352,60.38987776381285,191,81656.27161177628
1,302.608813592146,311.06943505924903,1367,51.739378532897,128,70740.16202978436
1,302.05236797998674,310.3492106733377,1354,52.28407725661585,135,70765.25939503888
2,298.4,309.4,1429,41.8,203,59732.2
1,297.6,309.1,1503,38.9,157,58466.7
1,298.4,307.9,1743,27.3,134,47583.9
1,299.7,309.2,1478,38.8,199,57346.399999999994
1,301.6039729481831,310.6047675378198,1310,65.74755708398273,75,86131.7597973413
0,298.85440027329065,309.5708800546581,1387,46.229119945341864,204,64124.93295956273
2,300.5,311.3,1468,41.1,34,60334.8
1,300.9,310.9,1755,27.9,148,48964.5
1,302.8060022211301,311.97599111547964,1428,47.96070146437123,223,68387.18471034888
2,300.5,310.0,1580,37.0,181,58460.0
1,298.4,308.0,1508,47.9,25,72233.2
2,301.9,310.7,1405,47.9,80,67299.5
1,302.4,311.8,1416,46.1,202,65277.6
1,297.5720530483982,308.27766729691314,1610,35.50548995754215,216,57165.33685491089
2,302.6,310.2,1563,39.0,97,60957.0
1,299.3845921023891,309.28459210238907,1372,59.530916684869226,193,81697.1852842207
1,302.1180262193595,310.3527895122562,1239,54.419737806405095,95,67354.19986906709
1,301.5046777065239,311.24719766440285,1250,63.685039915757734,184,79612.61508873377
1,301.0,309.9,1507,41.8,19,62992.6
0,301.9,310.8,1455,42.7,85,62128.50000000001
1,298.2,307.8,1476,36.8,134,54316.799999999996
1,300.9,311.0,1316,56.5,120,74354.0
1,301.1,310.8,1470,49.3,116,72471.0
1,302.63223108633554,310.97954516247427,1336,58.2,53,77755.2
0,300.77364698516743,310.1131411433253,1389,46.84209409555024,165,65107.44939881046
1,300.8,310.6,1416,42.2,225,59755.200000000004
2,302.2,311.3,1521,40.6,52,61752.6
0,298.86983665609193,309.5739673312184,1387,46.226032668781606,204,64124.90826135025
1,302.0760240107694,310.9040102903297,1364,52.41203087098923,198,71508.48123483956
0,299.3,308.7,1408,44.4,82,62515.2
1,298.91387484942277,308.7138748494228,1482,49.980917235514035,224,74008.50341886537
1,299.71048837680365,309.4841896970687,1353,53.86842179653326,144,72886.87589211072
2,298.9,309.9,1645,31.4,86,51653.0
0,302.0814831588016,310.70264526302833,1293,62.40529052605669,103,80737.54252881565
1,300.2,311.8,1379,51.0,46,70329.0
1,299.1406382168018,310.48624327252674,1350,61.14891628167372,208,82558.80806415518
0,301.7,311.2,1639,30.0,161,49170.0
1,297.5,308.4,1528,39.9,160,60967.2
1,302.2,311.4,1609,32.1,41,51648.9
1,300.9392815794216,309.80491019742766,1333,48.358143832636976,190,64436.12726362947
1,296.0,306.7,1416,44.2,46,62587.200000000004
0,296.9,308.3,1474,39.2,177,57780.8
1,302.3,310.8,1723,26.3,213,45314.9
1,300.2,309.6,1430,52.7,47,75361.0
1,301.7,311.3,1708,30.5,77,52094.0
2,303.8,312.7,1507,38.5,180,58019.5
2,301.2,310.1,1666,34.9,37,58143.399999999994
1,300.03158270806256,309.146713111793,1296,59.06217399067388,128,76459.49389960512
1,297.9268253119554,308.1373174688045,1406,52.449269875217844,215,73743.70816684837
2,301.1,311.1,1615,37.7,153,60885.50000000001
1,299.7,311.1,1650,32.4,60,53460.0
1,299.13833826008477,309.21637344650424,1344,58.92196481358051,202,79210.56495422828
1,297.4184411979715,308.1881558802028,1397,52.6526235208114,212,73602.17402951526
2,298.6,309.6,1635,29.7,9,48559.5
2,301.7,310.8,1594,32.4,204,51645.6
1,302.78826008445986,311.0760987331023,1331,51.507344983130906,64,68474.50746555784
1,301.45640669478735,310.7854688982625,1365,56.23957931551827,168,76811.59207495602
1,300.0,309.7,1326,61.9,80,82079.4
1,298.3,308.6,1447,38.1,146,55130.700000000004
1,299.3,308.8,1772,25.2,89,44654.4
1,302.122546124633,310.58545510386085,1358,55.64182041544347,115,75592.32451395933
2,304.2,313.5,1557,37.3,164,58076.1
2,300.3,309.2,1364,47.6,45,64926.4
1,302.23011227071737,311.31505613535865,1274,65.06988772928263,161,82932.84089816574
1,302.69105094969933,311.0737356647895,1375,47.3,36,65058.11316031688
1,301.0981324454639,310.76779044448085,1654,28.355808889617037,231,46855.614115532255
2,298.7,310.1,1644,34.1,46,56060.4
1,302.0,310.4,1895,23.2,161,43964.0
1,302.1537916834533,310.1613750503597,1353,45.279305611510786,31,61303.86317145323
1,299.2191339934245,308.8597023102397,1408,51.98032475246581,223,73213.14067128245
1,298.4,309.7,1530,38.6,161,59058.0
1,300.1819843673552,309.98211223990546,1565,36.517504142443855,211,57111.00767235301
1,303.1,312.7,1353,51.8,97,70085.4
1,298.8,308.6,1331,62.8,81,83586.8
1,301.9264959765208,310.54550023667525,1415,39.97999053299019,99,56455.23791385021
1,303.0032081981671,312.2520624131074,1363,56.501374942071614,200,77065.08068386825
2,303.5,312.4,1606,30.1,98,48340.600000000006
2,300.3093932480217,310.47182025593486,1675,30.160224680081384,229,50535.68422030295
1,301.2,311.0,1670,33.0,200,55110.0
1,302.39277059720666,310.9309235324022,1362,47.35662358323979,148,64488.68651024242
2,300.8,309.7,1680,28.2,189,47376.0
1,299.6,310.9,1472,40.9,137,60204.799999999996
0,298.1974513402757,308.67572350130894,1617,35.23066955843855,218,56979.08087753425
1,301.24338076281674,309.6893899233802,1334,58.33051603098606,115,77761.48017833127
0,301.6329461856531,310.5696937850107,1352,55.62386483062098,122,75205.91483872388
1,297.4,309.0,1324,56.9,173,75335.59999999999
1,299.0820229124981,308.4436740902156,1569,30.271372376632005,184,47436.288768291655
1,296.9,308.1,1435,45.3,62,65005.49999999999
0,300.73018234812275,309.9,1381,46.49463773265052,205,64201.07990864502
1,302.4,310.888572091621,1349,46.08857209162099,147,62203.51343783966
1,299.5,310.0,1388,52.4,94,72731.2
1,298.0090413066104,308.9330065220964,1850,25.96307174306014,197,47985.496368342654
1,301.2,310.9,1413,50.1,141,70791.3
2,301.6,309.9,1746,31.1,83,54300.600000000006
1,296.8,307.5,1347,54.8,43,73815.59999999999
1,302.12152052455923,310.7071735081864,1325,45.078479475440815,205,59764.91979863413
1,298.8,309.7,1582,45.0,11,71190.0
0,298.5643000584589,308.74286155644893,1345,54.304774409938524,199,73023.8632413446
1,299.0,310.4,1524,39.8,120,60655.2
1,302.6400211707127,310.5250264633909,1349,51.155015878034526,10,69038.64564357582
1,301.7011833191446,310.1988166808554,1310,57.400788879429726,40,75251.75262910509
1,299.3626273403223,310.5069802513193,1355,48.75215696334336,235,66068.713206469
1,298.44702447177445,308.4648776411277,1364,63.33337041936932,82,86255.45239154839
1,301.43350374905685,311.0187473247917,1378,59.29461723813081,199,81746.16403909193
2,298.6,309.5,1684,27.8,44,46815.200000000004
1,298.84246125277446,309.275782612171,1518,39.396941394937194,224,59750.5670019369
1,302.9230194673446,312.02830088775903,1484,46.188490266327705,244,68562.36330662771
1,301.7218246291143,310.70964216620285,1325,65.06905222531458,86,86144.30936813395
1,300.9,310.6,1504,46.4,129,69785.59999999999
1,295.5,306.2,1448,48.9,65,70807.2
1,298.72504323558894,309.1693799432452,1356,51.09154829707333,191,69265.9929687322
1,302.11804841721704,310.6491709496698,1357,48.07219366886809,168,65234.80815792302
0,299.2,308.6,1462,55.0,163,80410.0
1,300.1,309.6,1565,34.8,32,54461.99999999999
1,298.2,308.0,1411,42.4,48,59826.4
2,300.8,310.8,1415,44.5,87,62967.5
1,301.9,310.9,1799,24.2,54,43535.799999999996
1,303.4183696694103,311.8367393388206,1394,53.27554504115477,175,74288.63715865601
1,302.8656265964222,311.19593861749553,1374,47.3,43,65025.08344795692
1,301.8,310.3,1341,50.5,64,67720.5
0,301.6396282985283,309.6891163995472,1286,56.985829798716985,152,73310.42074966287
1,297.6,309.0,1528,33.8,22,51646.399999999994
0,301.3799683706071,310.0599942492013,1340,47.739933865814876,103,63955.02601246005
1,298.9,308.7,1564,34.1,99,53332.4
1,301.3430296079732,310.10971075701144,1341,57.97082428185114,124,77769.54639995612
1,298.3,308.0,1442,47.3,65,68206.59999999999
1,301.47421835107167,310.17857839739645,1332,53.29364924502301,170,71030.98309869529
1,300.4,310.0,1581,30.3,42,47904.3
1,298.1364841761303,308.3046378683665,1349,58.73175791193486,202,79251.22194597492
1,298.1113338120653,308.5577275991355,1308,61.55360621292988,195,80514.39704992164
2,296.3,307.4,1335,50.5,48,67417.5
1,300.7,310.8,1772,27.3,69,48375.6
2,297.3,308.9,1799,24.5,137,44075.5
2,300.7,312.3,1430,47.2,131,67496.0
1,299.53494043354874,309.2144325987099,1369,57.6696238193552,187,78884.8734861574
0,303.335074446747,311.4985818914217,1311,53.53932877248194,51,70170.34431549774
1,300.32552730678765,311.4741290939938,1337,56.9898609725846,195,76232.51640319974
1,298.3721836882004,308.21192127648555,1285,60.54104964685945,215,77818.65968154864
1,303.8,313.0,1365,59.9,205,81763.5
1,300.7489667901293,310.7680442798276,1331,59.4742435390518,202,79187.61730579643
2,300.5,311.5,1370,56.1,7,76857.0
1,300.3509586624937,310.30176752620866,1402,49.8895446415268,187,69928.93214463154
0,299.78526130709025,310.3681457288614,1419,49.380982412533,204,70053.08652263347
2,298.4,309.5,1519,35.4,133,53772.6
1,299.5690884694406,309.59273459167815,1698,28.402536183874304,191,48225.87304763898
1,300.7,311.1,1478,46.8,165,69170.4
0,297.3,308.4,1864,23.1,90,43058.4
1,300.92316812400435,309.91545953043214,1381,50.338458281285554,226,69521.17293417832
2,300.0357021783423,311.292893464973,1690,29.133883168783697,217,49237.36220851138
1,301.8859983292705,310.8690002784549,1396,46.67899749390568,149,65173.4311667945
1,299.1,310.3,1411,42.1,74,59403.1
2,301.8,310.9,1299,60.4,48,78459.59999999999
1,301.85169394281667,310.40203273138,1351,47.2435630172967,143,63810.30751617655
1,300.50037096507594,311.79863979472157,1367,57.90148386030375,191,79207.1105974167
1,298.1,308.7,1691,30.3,49,51237.3
0,303.7,312.5,1520,35.6,154,54112.0
1,301.8928500448593,310.4,1217,55.36784176386184,84,67374.13842046834
1,301.7128118569106,310.70153067121953,1324,65.1231288585366,85,86143.4134985769
2,298.1,307.6,1764,27.7,23,48862.799999999996
2,302.07967755417866,310.61251591331416,1404,48.131226130028786,51,67595.31128656393
1,298.87474555280176,308.6224959570925,1395,52.96879482507836,217,73835.0182973532
2,303.1884968765148,311.4203549117963,1365,47.507077229329624,68,64886.590922639974
1,302.6100355076496,310.8700118358832,1344,44.589964492350404,155,59933.34890891519
2,300.6,310.3,1614,32.7,0,52777.8
0,297.37679880773703,308.0104013909735,1613,35.48959860902651,218,57264.873742657204
1,300.9,311.3,1613,32.7,170,52745.100000000006
1,302.408582188464,310.2304726038453,1316,53.64956505577869,96,70616.24311782588
1,299.0,308.6,1734,32.4,161,56181.6
1,300.5,311.5181431125913,1339,59.2690191674137,195,79302.87028064043
1,302.08996669874745,310.43252497593943,1361,44.6474084215555,77,60767.83477021264
1,295.71487977213735,306.2283950394476,1372,55.60337881682757,214,76289.71773766038
1,301.9495691547971,310.8462070984502,1379,53.04620709845021,212,73165.20028339111
0,300.6,311.7,1535,33.3,92,51115.49999999999
2,302.3,310.8,1611,31.8,169,51229.8
1,300.20921608135563,310.2790254132686,1316,63.04872878798992,184,82876.2531773443
0,304.1,313.4,1696,29.6,65,50201.600000000006
1,302.3,311.0,1561,37.2,180,58069.200000000004
1,301.4,310.6,1550,36.8,159,57039.99999999999
1,298.41339769235844,309.57673504813084,1385,62.13337355772404,80,86053.70096538537
1,301.6679409781791,310.2402184534021,1369,56.720655360206386,106,77658.74398381941
1,300.3047695651207,310.42473739161386,1674,29.060953913024136,172,48656.743948826166
0,301.4,309.9,1460,47.2,22,68912.0
1,302.54171129628526,311.1581794402269,1325,52.29869960016206,118,69295.4306848027
2,300.7,310.3,1471,40.2,59,59134.200000000004
1,298.3,308.4,1329,49.2,166,65386.8
1,299.62084228761273,309.529241841159,1417,48.86849584355617,225,69117.2961300765
1,303.4395710691884,312.8282920367728,1263,58.36729637155849,212,73718.43880445104
1,301.3,311.1,1723,27.6,210,47554.8
1,301.5,310.9,1469,44.7,164,65664.3
1,299.1188163938964,309.6458775959309,1389,61.760426726347944,97,85816.8768558779
1,298.7,309.1,1607,32.7,2,52548.9
2,303.8,312.7,1374,53.6,136,73646.40000000001
1,301.0,310.7,1464,45.8,184,67051.2
1,302.9747248641785,311.8699169922565,1397,48.751786047855,110,68099.10803478226
1,302.833495652494,311.15684521774335,1325,52.21014608724455,138,69219.96220175004
1,303.6851569931519,312.4345799029202,1354,62.91066479154101,203,85164.43432754178
1,299.22874497029767,308.8850201188092,1477,50.2510136039915,225,74111.92877562442
1,301.6577997221082,310.43422002778914,1364,57.76045980547574,140,78812.32162634098
